"ano","area","total"
2011,"Desenho de Projetos","9000"
2011,"Desenho Industrial","45402673"
2011,"Desenvolvimento Tecnológico e Industrial","415740"
2011,"Diplomacia","2520"
2011,"Direito","39291941"
2011,"Divulgação Científica","341497344"
2011,"Ecologia","746976073"
2011,"Economia","105819964"
2011,"Economia Doméstica","2077233"
2011,"Educação","657741429"
2011,"Educação Física","121762427"
2011,"Energia","93400"
2011,"Enfermagem","65795261"
2011,"Engenharia Aeroespacial","164854928"
2011,"Engenharia Agrícola","210573564"
2011,"Engenharia Biomédica","115604260"
2011,"Engenharia Cartografica","2520"
2011,"Engenharia Civil","181374521"
2011,"Engenharia de Agrimensura","3600"
2011,"Engenharia de Energia","35035172"
2011,"Engenharia de Materiais e Metalúrgica","284939189"
2011,"Engenharia de Minas","114764800"
2011,"Engenharia de Produção","60456795"
2011,"Engenharia de Transportes","19008235"
2011,"Engenharia Elétrica","531951335"
2011,"Engenharia Mecânica","247765502"
2011,"Engenharia Mecatrônica","1968844"
2011,"Engenharia Naval e Oceânica","46800755"
2011,"Engenharia Nuclear","77863795"
2011,"Engenharia Química","790692077"
2011,"Engenharia Sanitária","281326183"
2011,"Engenharia Textil","3000"
2011,"Estudos Sociais","35320"
2011,"Farmácia","663950307"
2011,"Farmacologia","247397643"
2011,"Filosofia","71946656"
2011,"Física","806047354"
2011,"Fisiologia","284070842"
2011,"Fisioterapia e Terapia Ocupacional","25917938"
2011,"Fonoaudiologia","16278068"
2011,"Fontes Alternativas de Energia","2520"
2011,"Genética","774580618"
2011,"Geociências","932754556"
2011,"Geografia","112718096"
2011,"História","102555761"
2011,"Historia Natural","67858"
2011,"Imunologia","196454436"
2011,"Letras","84807180"
2011,"Lingüística","64245973"
2011,"Matemática","143011885"
2011,"Medicina","796196158"
2011,"Medicina Veterinária","1600195767"
2011,"Microbiologia","455327874"
2011,"Microeletrônica","112333030"
2011,"Morfologia","71430580"
2011,"Mudanças Climáticas","2880"
2011,"Multidisciplinar","177550112"
2011,"Museologia","21728094"
2011,"Nanotecnologia e Novos Materiais","127400"
2011,"Nutrição","88610088"
2011,"Oceanografia","170659136"
2011,"Odontologia","88556663"
2011,"Parasitologia","217777632"
2011,"Planejamento Urbano e Regional","60542813"
2011,"Probabilidade e Estatística","43206435"
2011,"Psicologia","120296831"
2011,"Química","1144987608"
2011,"Química Industrial","449974"
2011,"Recursos Florestais e Engenharia Florestal","452101798"
2011,"Recursos Pesqueiros e Engenharia de Pesca","502184158"
2011,"Relações Internacionais","83400"
2011,"Relações Públicas","6840"
2011,"Robótica, Mecatrônica e Automação","2215267"
2011,"Saúde Coletiva","406414436"
2011,"Secretariado Executivo","1800"
2011,"Serviço Social","70574679"
2011,"Sociologia","154495623"
2011,"Tecnologia da Informação e Comunicação","14990285"
2011,"Tecnologia e Inovação","92935520"
2011,"Tecnologia e Inovação para Agropecuária","6006556"
2011,"Tecnologias Ambientais","1375296"
2011,"Tecnologias Educacionais e Sociais","77000"
2011,"Tecnologias Médicas e da Saúde","165000"
2011,"Tecnologias nas áreas Aeronáutica e Aeroespacial","2518375"
2011,"Tecnologias para o Desenvolvimento Sustentável","5201919"
2011,"Teologia","1281962"
2011,"Turismo","4499215"
2011,"Zoologia","616327888"
2011,"Zootecnia","786333958"
2011,NULL,"416358964"
2012,"Administração","332255132"
2012,"Administração Hospitalar","67666"
2012,"Administração Rural","13680"
2012,"Agronomia","2007746719"
2012,"Antropologia","178983631"
2012,"Áreas Tecnológicas de Física e Matemática","6051034"
2012,"Áreas Tecnológicas de Química e Geociências","14271498"
2012,"Arqueologia","76235202"
2012,"Arquitetura e Urbanismo","587307794"
2012,"Artes","311493052"
2012,"Astronomia","98159961"
2012,"Biodiversidade e Recursos Naturais","18639103"
2012,"Bioética","8580"
2012,"Biofísica","164302671"
2012,"Biologia Geral","429767177"
2012,"Biomedicina","20607617"
2012,"Bioquímica","905220789"
2012,"Biotecnologia","155673075"
2012,"Biotecnologia (Tecnologias)","112445244"
2012,"Botânica","550898726"
2012,"Ciência da Computação","2192533763"
2012,"Ciência da Informação","64221294"
2012,"Ciência e Tecnologia de Alimentos","855119115"
2012,"Ciência Política","106315177"
2012,"Ciências","15712725"
2012,"Ciências Ambientais","481884584"
2012,"Ciências Atuarias","9680"
2012,"Ciências Sociais","2284223"
2012,"Complexo da Defesa","539900"
2012,"Comunicação","322230374"
2012,"Decoração","2400"
2012,"Defesa","2597058"
2012,"Demografia","21093700"
2012,"Desenho de Moda","428916"
2012,"Desenho de Projetos","39740"
2012,"Desenho Industrial","352786154"
2012,"Desenvolvimento Tecnológico e Industrial","16488909"
2012,"Direito","110322091"
2012,"Divulgação Científica","220401152"
2012,"Ecologia","775162535"
2012,"Economia","167918575"
2012,"Economia Doméstica","1214874"
2012,"Educação","516063788"
2012,"Educação Física","289301934"
2012,"Energia","18579526"
2012,"Enfermagem","401218434"
2012,"Engenharia Aeroespacial","323673048"
2012,"Engenharia Agrícola","286640444"
2012,"Engenharia Biomédica","220978485"
2012,"Engenharia Cartografica","1200"
2012,"Engenharia Civil","1104827772"
2012,"Engenharia de Agrimensura","10720"
2012,"Engenharia de Armamentos","4000"
2012,"Engenharia de Energia","11189123"
2012,"Engenharia de Materiais e Metalúrgica","794369559"
2012,"Engenharia de Minas","287591365"
2012,"Engenharia de Produção","1058587995"
2012,"Engenharia de Transportes","78737449"
2012,"Engenharia Elétrica","1923806521"
2012,"Engenharia Mecânica","1446652676"
2012,"Engenharia Mecatrônica","19825486"
2012,"Engenharia Naval e Oceânica","77441987"
2012,"Engenharia Nuclear","199756965"
2012,"Engenharia Química","1828483515"
2012,"Engenharia Sanitária","701771722"
2012,"Engenharia Textil","2660"
2012,"Estudos Sociais","22400"
2012,"Farmácia","826082933"
2012,"Farmacologia","472620097"
2012,"Filosofia","70103319"
2012,"Física","1218354619"
2012,"Fisiologia","586560154"
2012,"Fisioterapia e Terapia Ocupacional","243143644"
2012,"Fonoaudiologia","34234514"
2012,"Fontes Alternativas de Energia","6000"
2012,"Genética","798253673"
2012,"Geociências","1166896349"
2012,"Geografia","266901550"
2012,"História","112963189"
2012,"Imunologia","318229148"
2012,"Letras","134843987"
2012,"Lingüística","103475478"
2012,"Matemática","397438979"
2012,"Medicina","1302838923"
2012,"Medicina Veterinária","640945699"
2012,"Microbiologia","635294382"
2012,"Microeletrônica","350952620"
2012,"Morfologia","156990210"
2012,"Mudanças Climáticas","8560"
2012,"Multidisciplinar","74864070"
2012,"Museologia","19681135"
2012,"Nanotecnologia e Novos Materiais","23224546"
2012,"Nutrição","294202780"
2012,"Oceanografia","669095460"
2012,"Odontologia","451190093"
2012,"Parasitologia","210911332"
2012,"Planejamento Urbano e Regional","123512740"
2012,"Probabilidade e Estatística","111439719"
2012,"Psicologia","259524350"
2012,"Química","1622314332"
2012,"Química Industrial","11873934"
2012,"Recursos Florestais e Engenharia Florestal","388088188"
2012,"Recursos Pesqueiros e Engenharia de Pesca","435306836"
2012,"Relações Internacionais","90340"
2012,"Relações Públicas","2560"
2012,"Robótica, Mecatrônica e Automação","279816849"
2012,"Saúde Coletiva","737206081"
2012,"Secretariado Executivo","8760"
2012,"Serviço Social","110545545"
2012,"Sociologia","220419262"
2012,"Tecnologia da Informação e Comunicação","66374431"
2012,"Tecnologia e Inovação","61873598"
2012,"Tecnologia e Inovação para Agropecuária","4551918"
2012,"Tecnologias Ambientais","45685111"
2012,"Tecnologias Educacionais e Sociais","252000"
2012,"Tecnologias Médicas e da Saúde","11097363"
2012,"Tecnologias nas áreas Aeronáutica e Aeroespacial","2701452"
2012,"Tecnologias Naval e Marítima","11000"
2012,"Tecnologias para o Desenvolvimento Sustentável","4698719"
2012,"Teologia","13852602"
2012,"Turismo","7297734"
2012,"Zoologia","473336466"
2012,"Zootecnia","757127206"
2012,NULL,"269526985"
2013,"Administração","450933188"
2013,"Administração Hospitalar","58478"
2013,"Administração Rural","800"
2013,"Agronomia","2356396293"
2013,"Antropologia","172192141"
2013,"Áreas Tecnológicas de Física e Matemática","3249382"
2013,"Áreas Tecnológicas de Química e Geociências","12380848"
2013,"Arqueologia","164073124"
2013,"Arquitetura e Urbanismo","1900191428"
2013,"Artes","795847573"
2013,"Astronomia","220723459"
2013,"Biodiversidade e Recursos Naturais","15118576"
2013,"Bioética","8800"
2013,"Biofísica","210829972"
2013,"Biologia Geral","1106914799"
2013,"Biomedicina","24427309"
2013,"Bioquímica","1543795487"
2013,"Biotecnologia","195488608"
2013,"Biotecnologia (Tecnologias)","43952029"
2013,"Botânica","804551999"
2013,"Ciência da Computação","4775458664"
2013,"Ciência da Informação","49671077"
2013,"Ciência e Tecnologia de Alimentos","966363727"
2013,"Ciência Política","223526715"
2013,"Ciências","9652344"
2013,"Ciências Ambientais","865178444"
2013,"Ciências Atuarias","8400"
2013,"Ciências Sociais","273006"
2013,"Complexo da Defesa","1406000"
2013,"Comunicação","871439649"
2013,"Defesa","82706779"
2013,"Demografia","27416606"
2013,"Desenho de Moda","12000"
2013,"Desenho de Projetos","63000"
2013,"Desenho Industrial","1096200740"
2013,"Desenvolvimento Tecnológico e Industrial","8970448"
2013,"Direito","174734159"
2013,"Divulgação Científica","294889080"
2013,"Ecologia","1330729321"
2013,"Economia","262820450"
2013,"Economia Doméstica","13312999"
2013,"Educação","710813277"
2013,"Educação Física","448102399"
2013,"Energia","3029300"
2013,"Enfermagem","440171140"
2013,"Engenharia Aeroespacial","443183358"
2013,"Engenharia Agrícola","361732094"
2013,"Engenharia Biomédica","421855878"
2013,"Engenharia Cartografica","2800"
2013,"Engenharia Civil","3575268585"
2013,"Engenharia de Agrimensura","10400"
2013,"Engenharia de Armamentos","7200"
2013,"Engenharia de Energia","29722396"
2013,"Engenharia de Materiais e Metalúrgica","1613048308"
2013,"Engenharia de Minas","417438164"
2013,"Engenharia de Produção","3476909878"
2013,"Engenharia de Transportes","166581508"
2013,"Engenharia Elétrica","4936039571"
2013,"Engenharia Mecânica","3437024213"
2013,"Engenharia Mecatrônica","22973710"
2013,"Engenharia Naval e Oceânica","187189795"
2013,"Engenharia Nuclear","158207269"
2013,"Engenharia Química","3656003753"
2013,"Engenharia Sanitária","1581231991"
2013,"Engenharia Textil","2000"
2013,"Estudos Sociais","18800"
2013,"Farmácia","1322275004"
2013,"Farmacologia","752512973"
2013,"Filosofia","104678960"
2013,"Física","1699674047"
2013,"Fisiologia","827816924"
2013,"Fisioterapia e Terapia Ocupacional","549355223"
2013,"Fonoaudiologia","34029091"
2013,"Fontes Alternativas de Energia","7600"
2013,"Genética","1287933818"
2013,"Geociências","2100358805"
2013,"Geografia","245462288"
2013,"História","151680400"
2013,"Historia Natural","8000"
2013,"Imunologia","934931413"
2013,"Letras","90909765"
2013,"Lingüística","107259974"
2013,"Matemática","654954392"
2013,"Medicina","3322234712"
2013,"Medicina Veterinária","902974184"
2013,"Microbiologia","860448280"
2013,"Microeletrônica","230108760"
2013,"Morfologia","275714610"
2013,"Mudanças Climáticas","61300"
2013,"Multidisciplinar","78794533"
2013,"Museologia","9125638"
2013,"Nanotecnologia e Novos Materiais","21590193"
2013,"Nutrição","532723106"
2013,"Oceanografia","943382434"
2013,"Odontologia","680583623"
2013,"Parasitologia","273334790"
2013,"Planejamento Urbano e Regional","200075360"
2013,"Probabilidade e Estatística","210012176"
2013,"Psicologia","448524854"
2013,"Química","2385240883"
2013,"Química Industrial","6752256"
2013,"Recursos Florestais e Engenharia Florestal","684514510"
2013,"Recursos Pesqueiros e Engenharia de Pesca","738009084"
2013,"Relações Internacionais","94300"
2013,"Robótica, Mecatrônica e Automação","1175722728"
2013,"Saúde Coletiva","963107864"
2013,"Secretariado Executivo","7000"
2013,"Serviço Social","110302301"
2013,"Sociologia","206307102"
2013,"Tecnologia da Informação e Comunicação","39506791"
2013,"Tecnologia e Inovação","15937896"
2013,"Tecnologia e Inovação para Agropecuária","3102754"
2013,"Tecnologias Ambientais","18209581"
2013,"Tecnologias Educacionais e Sociais","1209948"
2013,"Tecnologias Médicas e da Saúde","4881754"
2013,"Tecnologias nas áreas Aeronáutica e Aeroespacial","3828072"
2013,"Tecnologias Naval e Marítima","37600"
2013,"Tecnologias para o Desenvolvimento Sustentável","1209290"
2013,"Teologia","3453528"
2013,"Turismo","13569200"
2013,"Zoologia","1004080026"
2013,"Zootecnia","629324929"
2013,NULL,"313835413"
2014,"Administração","417039787"
2014,"Administração Hospitalar","50028"
2014,"Administração Rural","2800"
2014,"Agronomia","3203138718"
2014,"Antropologia","127268039"
2014,"Áreas Tecnológicas de Física e Matemática","103400"
2014,"Áreas Tecnológicas de Química e Geociências","450040"
2014,"Arqueologia","51179103"
2014,"Arquitetura e Urbanismo","7210306254"
2014,"Artes","541699617"
2014,"Astronomia","258427286"
2014,"Biodiversidade e Recursos Naturais","1618374"
2014,"Bioética","6800"
2014,"Biofísica","274997283"
2014,"Biologia Geral","2915377794"
2014,"Biomedicina","27759105"
2014,"Bioquímica","1944396153"
2014,"Biotecnologia","393224837"
2014,"Biotecnologia (Tecnologias)","2697294"
2014,"Botânica","441419279"
2014,"Carreira Militar","4000"
2014,"Carreira Religiosa","12000"
2014,"Ciência da Computação","8742543670"
2014,"Ciência da Informação","36172694"
2014,"Ciência e Tecnologia de Alimentos","1549860596"
2014,"Ciência Política","129123887"
2014,"Ciências","6256810"
2014,"Ciências Ambientais","1300895534"
2014,"Ciências Atuarias","6000"
2014,"Ciências Sociais","277456"
2014,"Complexo da Defesa","1020500"
2014,"Comunicação","401860770"
2014,"Decoração","1600"
2014,"Defesa","125258496"
2014,"Demografia","15240733"
2014,"Desenho de Moda","6000"
2014,"Desenho de Projetos","28800"
2014,"Desenho Industrial","3524138094"
2014,"Desenvolvimento Tecnológico e Industrial","2381107"
2014,"Direito","109659185"
2014,"Divulgação Científica","164011372"
2014,"Ecologia","1577697852"
2014,"Economia","359932938"
2014,"Economia Doméstica","921046"
2014,"Educação","640334007"
2014,"Educação Física","600142850"
2014,"Energia","3618500"
2014,"Enfermagem","540437924"
2014,"Engenharia Aeroespacial","1280271787"
2014,"Engenharia Agrícola","444672854"
2014,"Engenharia Biomédica","801580150"
2014,"Engenharia Civil","10549128532"
2014,"Engenharia de Agrimensura","9800"
2014,"Engenharia de Energia","525471370"
2014,"Engenharia de Materiais e Metalúrgica","2960820532"
2014,"Engenharia de Minas","952201143"
2014,"Engenharia de Produção","7549143349"
2014,"Engenharia de Transportes","117140815"
2014,"Engenharia Elétrica","7457330566"
2014,"Engenharia Mecânica","6844237873"
2014,"Engenharia Mecatrônica","8580943"
2014,"Engenharia Naval e Oceânica","370492125"
2014,"Engenharia Nuclear","127090839"
2014,"Engenharia Química","6626464242"
2014,"Engenharia Sanitária","3041249883"
2014,"Engenharia Textil","6400"
2014,"Estudos Sociais","11200"
2014,"Farmácia","2183889123"
2014,"Farmacologia","1099505168"
2014,"Filosofia","112838058"
2014,"Física","2179165751"
2014,"Fisiologia","789621032"
2014,"Fisioterapia e Terapia Ocupacional","903739561"
2014,"Fonoaudiologia","76960718"
2014,"Fontes Alternativas de Energia","2800"
2014,"Genética","1525496762"
2014,"Geociências","2656207020"
2014,"Geografia","181954380"
2014,"História","119306495"
2014,"Historia Natural","9600"
2014,"Imunologia","578930480"
2014,"Letras","92868425"
2014,"Lingüística","93191613"
2014,"Matemática","702471853"
2014,"Medicina","7736780387"
2014,"Medicina Veterinária","1766530263"
2014,"Microbiologia","1227226765"
2014,"Microeletrônica","192019512"
2014,"Morfologia","503261803"
2014,"Mudanças Climáticas","68300"
2014,"Multidisciplinar","39749615"
2014,"Museologia","5450907"
2014,"Nanotecnologia e Novos Materiais","3305882"
2014,"Nutrição","686260724"
2014,"Oceanografia","1155035252"
2014,"Odontologia","1132434716"
2014,"Parasitologia","357965644"
2014,"Planejamento Urbano e Regional","171793997"
2014,"Probabilidade e Estatística","292447637"
2014,"Psicologia","237860720"
2014,"Química","3568449035"
2014,"Química Industrial","7633071"
2014,"Recursos Florestais e Engenharia Florestal","1002700762"
2014,"Recursos Pesqueiros e Engenharia de Pesca","376384170"
2014,"Relações Internacionais","115900"
2014,"Robótica, Mecatrônica e Automação","2243364398"
2014,"Saúde Coletiva","1335486741"
2014,"Secretariado Executivo","2800"
2014,"Serviço Social","40001104"
2014,"Sociologia","208530573"
2014,"Tecnologia da Informação e Comunicação","2546802"
2014,"Tecnologia e Inovação","2351252"
2014,"Tecnologia e Inovação para Agropecuária","1443188"
2014,"Tecnologias Ambientais","795563"
2014,"Tecnologias Educacionais e Sociais","16075096"
2014,"Tecnologias Médicas e da Saúde","1328280"
2014,"Tecnologias nas áreas Aeronáutica e Aeroespacial","430200"
2014,"Tecnologias Naval e Marítima","42000"
2014,"Tecnologias para o Desenvolvimento Sustentável","1309700"
2014,"Teologia","1601490"
2014,"Turismo","8992069"
2014,"Zoologia","825882625"
2014,"Zootecnia","616948939"
2014,NULL,"356811740"
2015,"Administração","595400312"
2015,"Administração Hospitalar","6566443"
2015,"Administração Rural","4000"
2015,"Agronomia","1724221934"
2015,"Antropologia","123822385"
2015,"Áreas Tecnológicas de Física e Matemática","97800"
2015,"Áreas Tecnológicas de Química e Geociências","443028"
2015,"Arqueologia","50172083"
2015,"Arquitetura e Urbanismo","5321604996"
2015,"Artes","358989619"
2015,"Astronomia","374479724"
2015,"Biodiversidade e Recursos Naturais","849430"
2015,"Bioética","2700"
2015,"Biofísica","318338256"
2015,"Biologia Geral","1859200800"
2015,"Biomedicina","148562265"
2015,"Bioquímica","1641804921"
2015,"Biotecnologia","744320997"
2015,"Biotecnologia (Tecnologias)","10716057"
2015,"Botânica","499769287"
2015,"Carreira Militar","9600"
2015,"Carreira Religiosa","24800"
2015,"Ciência da Computação","5781152009"
2015,"Ciência da Informação","85764148"
2015,"Ciência e Tecnologia de Alimentos","1249675259"
2015,"Ciência Política","132117917"
2015,"Ciências","66200"
2015,"Ciências Ambientais","809504716"
2015,"Ciências Atuarias","8000"
2015,"Ciências Sociais","269256"
2015,"Complexo da Defesa","77000"
2015,"Comunicação","222413559"
2015,"Defesa","376284747"
2015,"Demografia","17452143"
2015,"Desenho de Moda","8400"
2015,"Desenho de Projetos","18300"
2015,"Desenho Industrial","2239757260"
2015,"Desenvolvimento Tecnológico e Industrial","2333800"
2015,"Direito","144920171"
2015,"Divulgação Científica","91064550"
2015,"Ecologia","1362969853"
2015,"Economia","309591224"
2015,"Economia Doméstica","207696"
2015,"Educação","915711337"
2015,"Educação Física","681493626"
2015,"Energia","884200"
2015,"Enfermagem","629027624"
2015,"Engenharia Aeroespacial","1046346338"
2015,"Engenharia Agrícola","427072740"
2015,"Engenharia Biomédica","492053609"
2015,"Engenharia Civil","8103639018"
2015,"Engenharia de Agrimensura","5600"
2015,"Engenharia de Energia","788844416"
2015,"Engenharia de Materiais e Metalúrgica","2166676588"
2015,"Engenharia de Minas","800590356"
2015,"Engenharia de Produção","5172476108"
2015,"Engenharia de Transportes","147828551"
2015,"Engenharia Elétrica","5139775043"
2015,"Engenharia Mecânica","4810304340"
2015,"Engenharia Mecatrônica","44185313"
2015,"Engenharia Naval e Oceânica","310559799"
2015,"Engenharia Nuclear","105563993"
2015,"Engenharia Química","4866868301"
2015,"Engenharia Sanitária","1974000205"
2015,"Engenharia Textil","7600"
2015,"Farmácia","1538341399"
2015,"Farmacologia","1117950490"
2015,"Filosofia","155062315"
2015,"Física","2729440763"
2015,"Fisiologia","973241809"
2015,"Fisioterapia e Terapia Ocupacional","702311089"
2015,"Fonoaudiologia","69192036"
2015,"Genética","1427865689"
2015,"Geociências","2098252829"
2015,"Geografia","203781220"
2015,"História","219052246"
2015,"Historia Natural","4800"
2015,"Imunologia","769186700"
2015,"Letras","451874849"
2015,"Lingüística","148249688"
2015,"Matemática","1030351617"
2015,"Medicina","8978727566"
2015,"Medicina Veterinária","1391530717"
2015,"Microbiologia","818978989"
2015,"Microeletrônica","246053113"
2015,"Morfologia","546501091"
2015,"Mudanças Climáticas","242894"
2015,"Multidisciplinar","16968124"
2015,"Museologia","7825257"
2015,"Nanotecnologia e Novos Materiais","1026262"
2015,"Nutrição","658205859"
2015,"Oceanografia","1080733713"
2015,"Odontologia","1081652216"
2015,"Parasitologia","497988078"
2015,"Planejamento Urbano e Regional","177852529"
2015,"Probabilidade e Estatística","365447906"
2015,"Psicologia","324441055"
2015,"Química","2971332994"
2015,"Química Industrial","18933888"
2015,"Recursos Florestais e Engenharia Florestal","778605759"
2015,"Recursos Pesqueiros e Engenharia de Pesca","276601887"
2015,"Relações Internacionais","157970"
2015,"Relações Públicas","2000"
2015,"Robótica, Mecatrônica e Automação","1070016136"
2015,"Saúde Coletiva","865360722"
2015,"Serviço Social","87125819"
2015,"Sociologia","340847906"
2015,"Tecnologia da Informação e Comunicação","1225900"
2015,"Tecnologia e Inovação","149270"
2015,"Tecnologia e Inovação para Agropecuária","1427562"
2015,"Tecnologias Ambientais","641894"
2015,"Tecnologias Educacionais e Sociais","786546"
2015,"Tecnologias Médicas e da Saúde","1248920"
2015,"Tecnologias nas áreas Aeronáutica e Aeroespacial","358200"
2015,"Tecnologias Naval e Marítima","42100"
2015,"Tecnologias para o Desenvolvimento Sustentável","887500"
2015,"Teologia","7201774"
2015,"Turismo","29104742"
2015,"Zoologia","1156399353"
2015,"Zootecnia","793818397"
2015,NULL,"99681109"
2016,"Administração","395148706"
2016,"Administração Hospitalar","6261071"
2016,"Administração Rural","5600"
2016,"Agronomia","2024932629"
2016,"Antropologia","157808820"
2016,"Áreas Tecnológicas de Física e Matemática","140400"
2016,"Áreas Tecnológicas de Química e Geociências","446428"
2016,"Arqueologia","66536222"
2016,"Arquitetura e Urbanismo","1967549716"
2016,"Artes","141773450"
2016,"Astronomia","411600248"
2016,"Biodiversidade e Recursos Naturais","844150"
2016,"Bioética","13082"
2016,"Biofísica","247626166"
2016,"Biologia Geral","651580513"
2016,"Biomedicina","176838628"
2016,"Bioquímica","1512899201"
2016,"Biotecnologia","894883890"
2016,"Biotecnologia (Tecnologias)","2673024"
2016,"Botânica","494030569"
2016,"Carreira Militar","5600"
2016,"Carreira Religiosa","11200"
2016,"Ciência da Computação","3263950733"
2016,"Ciência da Informação","95379033"
2016,"Ciência e Tecnologia de Alimentos","830959380"
2016,"Ciência Política","168436225"
2016,"Ciências","37200"
2016,"Ciências Ambientais","514345741"
2016,"Ciências Atuarias","4800"
2016,"Ciências Sociais","218056"
2016,"Complexo da Defesa","64700"
2016,"Comunicação","195031001"
2016,"Defesa","176644917"
2016,"Demografia","34021566"
2016,"Desenho de Projetos","2800"
2016,"Desenho Industrial","867706257"
2016,"Desenvolvimento Tecnológico e Industrial","2041940"
2016,"Direito","156438261"
2016,"Divulgação Científica","61644223"
2016,"Ecologia","1109848071"
2016,"Economia","336196157"
2016,"Economia Doméstica","251214"
2016,"Educação","643270896"
2016,"Educação Física","581847651"
2016,"Energia","830640"
2016,"Enfermagem","362708885"
2016,"Engenharia Aeroespacial","711142133"
2016,"Engenharia Agrícola","332686825"
2016,"Engenharia Biomédica","497048374"
2016,"Engenharia Civil","4402429652"
2016,"Engenharia de Energia","614982343"
2016,"Engenharia de Materiais e Metalúrgica","1583199024"
2016,"Engenharia de Minas","201207398"
2016,"Engenharia de Produção","2364273615"
2016,"Engenharia de Transportes","160376918"
2016,"Engenharia Elétrica","2229421854"
2016,"Engenharia Mecânica","2731500122"
2016,"Engenharia Mecatrônica","39439936"
2016,"Engenharia Naval e Oceânica","142299200"
2016,"Engenharia Nuclear","157101230"
2016,"Engenharia Química","2561884523"
2016,"Engenharia Sanitária","997849467"
2016,"Engenharia Textil","2800"
2016,"Farmácia","1187088588"
2016,"Farmacologia","899022124"
2016,"Filosofia","78924152"
2016,"Física","2365274906"
2016,"Fisiologia","792028683"
2016,"Fisioterapia e Terapia Ocupacional","454067276"
2016,"Fonoaudiologia","74571124"
2016,"Genética","1461149018"
2016,"Geociências","1553017255"
2016,"Geografia","190406216"
2016,"História","214561310"
2016,"Historia Natural","2800"
2016,"Imunologia","698737007"
2016,"Letras","85611797"
2016,"Lingüística","116312693"
2016,"Matemática","1001655102"
2016,"Medicina","4202107326"
2016,"Medicina Veterinária","1207430132"
2016,"Microbiologia","917877222"
2016,"Microeletrônica","202835490"
2016,"Morfologia","484877515"
2016,"Mudanças Climáticas","636628"
2016,"Multidisciplinar","10037187"
2016,"Museologia","8446025"
2016,"Nanotecnologia e Novos Materiais","8809813"
2016,"Nutrição","386071161"
2016,"Oceanografia","678376174"
2016,"Odontologia","707509209"
2016,"Parasitologia","507801711"
2016,"Planejamento Urbano e Regional","63755203"
2016,"Probabilidade e Estatística","318623568"
2016,"Psicologia","326516890"
2016,"Química","2890740527"
2016,"Química Industrial","50860186"
2016,"Recursos Florestais e Engenharia Florestal","806419200"
2016,"Recursos Pesqueiros e Engenharia de Pesca","337764975"
2016,"Relações Internacionais","100728"
2016,"Robótica, Mecatrônica e Automação","323729708"
2016,"Saúde Coletiva","1313415666"
2016,"Serviço Social","38409218"
2016,"Sociologia","276659720"
2016,"Tecnologia da Informação e Comunicação","1217300"
2016,"Tecnologia e Inovação","34300"
2016,"Tecnologia e Inovação para Agropecuária","1331800"
2016,"Tecnologias Ambientais","637528"
2016,"Tecnologias Educacionais e Sociais","749588"
2016,"Tecnologias Médicas e da Saúde","1292056"
2016,"Tecnologias nas áreas Aeronáutica e Aeroespacial","291400"
2016,"Tecnologias Naval e Marítima","64700"
2016,"Tecnologias para o Desenvolvimento Sustentável","867400"
2016,"Teologia","3135926"
2016,"Turismo","36033303"
2016,"Zoologia","995927061"
2016,"Zootecnia","747837193"
2016,NULL,"5709270"
2017,"Administração","60920450"
2017,"Administração Hospitalar","6194373"
2017,"Agronomia","706002980"
2017,"Antropologia","87873063"
2017,"Áreas Tecnológicas de Física e Matemática","138800"
2017,"Áreas Tecnológicas de Química e Geociências","481246"
2017,"Arqueologia","87463949"
2017,"Arquitetura e Urbanismo","110353995"
2017,"Artes","69050447"
2017,"Astronomia","126363474"
2017,"Biodiversidade e Recursos Naturais","878276"
2017,"Bioética","10594"
2017,"Biofísica","44528873"
2017,"Biologia Geral","107370368"
2017,"Biomedicina","75116368"
2017,"Bioquímica","608459369"
2017,"Biotecnologia","325885549"
2017,"Biotecnologia (Tecnologias)","2509736"
2017,"Botânica","121248927"
2017,"Ciência da Computação","1125965038"
2017,"Ciência da Informação","42353238"
2017,"Ciência e Tecnologia de Alimentos","269361008"
2017,"Ciência Política","185513392"
2017,"Ciências Ambientais","181796639"
2017,"Ciências Sociais","144756"
2017,"Complexo da Defesa","168500"
2017,"Comunicação","66665352"
2017,"Defesa","90266863"
2017,"Demografia","13152927"
2017,"Desenho Industrial","154443352"
2017,"Desenvolvimento Tecnológico e Industrial","2187940"
2017,"Direito","65418510"
2017,"Divulgação Científica","52299440"
2017,"Ecologia","616544091"
2017,"Economia","85522613"
2017,"Economia Doméstica","1168818"
2017,"Educação","120230519"
2017,"Educação Física","206265732"
2017,"Energia","872432"
2017,"Enfermagem","110405238"
2017,"Engenharia Aeroespacial","281040949"
2017,"Engenharia Agrícola","52915516"
2017,"Engenharia Biomédica","158948699"
2017,"Engenharia Civil","546801566"
2017,"Engenharia de Energia","302054430"
2017,"Engenharia de Materiais e Metalúrgica","428370167"
2017,"Engenharia de Minas","43666700"
2017,"Engenharia de Produção","274287601"
2017,"Engenharia de Transportes","77060742"
2017,"Engenharia Elétrica","314088612"
2017,"Engenharia Mecânica","523759203"
2017,"Engenharia Mecatrônica","340021"
2017,"Engenharia Naval e Oceânica","106719734"
2017,"Engenharia Nuclear","38717490"
2017,"Engenharia Química","699443497"
2017,"Engenharia Sanitária","144343267"
2017,"Farmácia","226889185"
2017,"Farmacologia","352858322"
