grande_area,modalidade,linha_de_fomento,total
Ciências Sociais Aplicadas,ATP - Apoio Técnico em Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,96785.11
Ciências Sociais Aplicadas,ATP - Apoio Técnico em Extensão no País,APOIO A PROJETOS DE PESQUISA,556972.26
Ciências Sociais Aplicadas,ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,6364634.61
Ciências Sociais Aplicadas,AVG - Participação em Eventos Cientificos,Apoio a Participação/Realização de Eventos,3496206.2600000002
Ciências Sociais Aplicadas,BCB -,APOIO A PROJETOS DE PESQUISA,54268600.0
Ciências Sociais Aplicadas,BEP - Bolsa Treinamento no Pais,Bolsa de Cota (Curta Dur.),276469.04
Ciências Sociais Aplicadas,BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),978878.74
Ciências Sociais Aplicadas,BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,147600.0
Ciências Sociais Aplicadas,BSP - Bolsa Treinamento no Exterior,Bolsa de Cota (Curta Dur.),624884.35
Ciências Sociais Aplicadas,DCR - Desenvolvimento Cientifico Regional,Bolsas de Desenvolvimento Científico e Regional,2937849.94
Ciências Sociais Aplicadas,DCR - Desenvolvimento Científico Regional,APOIO A PROJETOS DE PESQUISA,368113.5
Ciências Sociais Aplicadas,DDC - Bolsa de Divulgação e Disseminação Científica,Bolsas de Extensão em Pesquisa,41000.0
Ciências Sociais Aplicadas,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,APOIO A COOPERAÇÃO INTERNACIONAL,65766908.09
Ciências Sociais Aplicadas,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,Bolsas de Graduação,259270.1
Ciências Sociais Aplicadas,DES - Desenvolvimento Tecnológico e Inovação,Bolsas de Graduação,172932.07
Ciências Sociais Aplicadas,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,APOIO A COOPERAÇÃO INTERNACIONAL,113921181.53972
Ciências Sociais Aplicadas,DT -,0.0 - Problemas Encontrar Modalidade Processo,6300.0
Ciências Sociais Aplicadas,DT - Produtividade Desen. Tec. e Extensão Inovadora,0.0 - Problemas Encontrar Modalidade Processo,87000.0
Ciências Sociais Aplicadas,DT - Produtividade Desen. Tec. e Extensão Inovadora,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,205853.4
Ciências Sociais Aplicadas,DT - Produtividade Desen. Tec. e Extensão Inovadora,Bolsas de Produtividade em Pesquisa e Tecnologia,881812.0
Ciências Sociais Aplicadas,DTC - Desenvolvimento Tecnológico em TICs,APOIO A PROJETOS DE PESQUISA,1148878.12
Ciências Sociais Aplicadas,DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,4585900.0
Ciências Sociais Aplicadas,DTI - Desenvolvimento Tecnológico Industrial,APOIO A COOPERAÇÃO INTERNACIONAL,97115.86
Ciências Sociais Aplicadas,DTI - Desenvolvimento Tecnológico Industrial,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,471211.46
Ciências Sociais Aplicadas,DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,7261877.904
Ciências Sociais Aplicadas,DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,48013323.28
Ciências Sociais Aplicadas,ESN - Estágio Sênior no Exterior,Estágio,906329.74
Ciências Sociais Aplicadas,EV - Especialista Visitante,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,112505.75
Ciências Sociais Aplicadas,EV - Especialista Visitante,APOIO A PROJETOS DE PESQUISA,610914.6
Ciências Sociais Aplicadas,EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,2346950.44
Ciências Sociais Aplicadas,EXP - Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,123864.136
Ciências Sociais Aplicadas,EXP - Extensão no País,APOIO A PROJETOS DE PESQUISA,3448947.198
Ciências Sociais Aplicadas,EXP - Extensão no País,Bolsas de Extensão em Pesquisa,188964560.11
Ciências Sociais Aplicadas,FIX - Fixação de Doutores,Bolsas de Fixação de Doutores,47112.0
Ciências Sociais Aplicadas,GD - Doutorado,APOIO A PROJETOS DE PESQUISA,68059662.8592
Ciências Sociais Aplicadas,GD - Doutorado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,18081190.54642
Ciências Sociais Aplicadas,GD - Doutorado,Bolsas de Doutorado,164621434.68
Ciências Sociais Aplicadas,GDE - Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,973795.97825
Ciências Sociais Aplicadas,GDE - Doutorado no Exterior,Bolsas de Doutorado,40564377.6
Ciências Sociais Aplicadas,GM - Mestrado,APOIO A PROJETOS DE PESQUISA,13368717.0
Ciências Sociais Aplicadas,GM - Mestrado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,3758579.38951
Ciências Sociais Aplicadas,GM - Mestrado,Bolsas de Mestrado,169898101.22
Ciências Sociais Aplicadas,IC - Iniciação Científica,APOIO A PROJETOS DE PESQUISA,2332477.1
Ciências Sociais Aplicadas,IC - Iniciação Científica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,39283899.5
Ciências Sociais Aplicadas,IC - Iniciação Científica,Bolsas de Iniciação Científica,131047632.98
Ciências Sociais Aplicadas,ICJ - Iniciação Científica Júnior,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,81000.0
Ciências Sociais Aplicadas,ICJ - Iniciação Científica Júnior,APOIO A PROJETOS DE PESQUISA,6000.0
Ciências Sociais Aplicadas,ICJ - Iniciação Científica Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,2312424.7
Ciências Sociais Aplicadas,ICJ - Iniciação Científica Júnior,Bolsas de Iniciação Científica Júnior,3836500.0
Ciências Sociais Aplicadas,IEX - Iniciação ao Extensionismo,APOIO A PROJETOS DE PESQUISA,89290.32
Ciências Sociais Aplicadas,IEX - Iniciação ao Extensionismo,Bolsas de Iniciação Científica,980280.0
Ciências Sociais Aplicadas,INT - Bolsa Inova Talentos,APOIO A PROJETOS DE PESQUISA,81900.0
Ciências Sociais Aplicadas,IT - Iniciação Tecnológica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,2596157.0
Ciências Sociais Aplicadas,IT - Iniciação Tecnológica,Bolsas de Iniciação Tecnológica e Industrial,5944080.0
Ciências Sociais Aplicadas,ITC - Iniciação Tecnológica em TIC's,APOIO A PROJETOS DE PESQUISA,3135.0
Ciências Sociais Aplicadas,ITC - Iniciação Tecnológica em TICs,Bolsas de Iniciação Tecnológica e Industrial,41000.0
Ciências Sociais Aplicadas,ITI - Iniciação Tecnológica Industrial,APOIO A PROJETOS DE PESQUISA,871000.366
Ciências Sociais Aplicadas,ITI - Iniciação Tecnológica e Industrial,Bolsas de Iniciação Tecnológica e Industrial,5972662.65
Ciências Sociais Aplicadas,MPE - Mestrado Profissional no Exterior,Bolsas no Exterior,79551.0
Ciências Sociais Aplicadas,PAV - Bolsa Pesquisador-Avaliador,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,53814.4
Ciências Sociais Aplicadas,PAV - Bolsa Pesquisador-Avaliador,Indefinido,154740.0
Ciências Sociais Aplicadas,PCI - Programa de Capacitação Institucional,Bolsas de Desenvolvimento Tecnológico e Industrial,14957790.0
Ciências Sociais Aplicadas,PD - Pós-doutorado,Bolsas de Pós-doutorado,933337.28
Ciências Sociais Aplicadas,PDE - Pós-Doutorado no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,952847355.42241
Ciências Sociais Aplicadas,PDE - Pós-Doutorado no Exterior,APOIO A PROJETOS DE PESQUISA,66.58705
Ciências Sociais Aplicadas,PDE - Pós-Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,27117485.7912
Ciências Sociais Aplicadas,PDE - Pós-doutorado no Exterior,Bolsas de Pós-doutorado,19425903.72
Ciências Sociais Aplicadas,PDI - Pos-doutorado Empresarial,Bolsas de Pós-doutorado,303929.92
Ciências Sociais Aplicadas,PDI - Pós-Doutorado Empresarial,APOIO A PROJETOS DE PESQUISA,3969620.3
Ciências Sociais Aplicadas,PDI - Pós-Doutorado Empresarial,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,56.1
Ciências Sociais Aplicadas,PDJ - Pós-Doutorado Júnior,APOIO A COOPERAÇÃO INTERNACIONAL,32.9
Ciências Sociais Aplicadas,PDJ - Pós-Doutorado Júnior,APOIO A PROJETOS DE PESQUISA,41440750.45
Ciências Sociais Aplicadas,PDJ - Pós-Doutorado Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,13815161.56
Ciências Sociais Aplicadas,PDJ - Pós-doutorado Júnior,Bolsas de Pós-doutorado,22432124.61
Ciências Sociais Aplicadas,PDP - Pós-doutorado,Bolsas de Pós-doutorado,1652249.12
Ciências Sociais Aplicadas,PDS - Pós-Doutorado Sênior,APOIO A PROJETOS DE PESQUISA,1034734.98
Ciências Sociais Aplicadas,PDS - Pós-Doutorado Sênior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,2794086.18
Ciências Sociais Aplicadas,PDS - Pós-doutorado Sênior,Bolsas de Pós-doutorado,5744069.71
Ciências Sociais Aplicadas,PIN -,APOIO A PROJETOS DE PESQUISA,190000.0
Ciências Sociais Aplicadas,PQ -,0.0 - Problemas Encontrar Modalidade Processo,2882320.0
Ciências Sociais Aplicadas,PQ - Produtividade em Pesquisa,0.0 - Problemas Encontrar Modalidade Processo,24929590.0
Ciências Sociais Aplicadas,PQ - Produtividade em Pesquisa,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,30526454.54
Ciências Sociais Aplicadas,PQ - Produtividade em Pesquisa,Bolsas de Produtividade em Pesquisa e Tecnologia,285065900.2
Ciências Sociais Aplicadas,PSF - Pesquisador Visitante Senior FIOCRUZ,Bolsas de Pesquisador/Especialista Visitante,27383.36
Ciências Sociais Aplicadas,PV - Pesquisador Visitante,APOIO A PROJETOS DE PESQUISA,71500.0
Ciências Sociais Aplicadas,PV - Pesquisador Visitante,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,97818.95
Ciências Sociais Aplicadas,PV - Pesquisador Visitante,Bolsas de Pesquisador/Especialista Visitante,1387602.95
Ciências Sociais Aplicadas,PVE - Pesquisador Visitante Estrangeiro,Bolsas de Pesquisador/Especialista Visitante,504000.0
Ciências Sociais Aplicadas,RD - Recem-Doutor,Bolsas de Pesquisa Especial,751904.91
Ciências Sociais Aplicadas,SET - Fixação de Recursos Humanos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,976835.05
Ciências Sociais Aplicadas,SET - Fixação de Recursos Humanos,APOIO A PROJETOS DE PESQUISA,3418999.392
Ciências Sociais Aplicadas,SET - Fixação de Recursos Humanos,Bolsas de Fixação de Doutores,35158108.5
Ciências Sociais Aplicadas,SPE - Estagio/Especializacao no Exterior,Estágio,49925.26
Ciências Sociais Aplicadas,SWE - Doutorado Sanduíche no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,168444443.90492
Ciências Sociais Aplicadas,SWE - Doutorado Sanduíche no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,34604569.13
Ciências Sociais Aplicadas,SWE - Doutorado Sanduíche no Exterior,Bolsas de Doutorado,11540241.23
Ciências Sociais Aplicadas,SWG - Graduação Sanduíche no Exterior,Bolsas de Graduação,282724306.74
Ciências Sociais Aplicadas,SWI - Doutorado-Sanduiche Empresarial,Bolsas de Doutorado,7100.0
Ciências Sociais Aplicadas,SWP - Doutorado Sanduíche no País,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,64500.0
Ciências Sociais Aplicadas,SWP - Doutorado-Sanduiche no Pais,Bolsas de Doutorado,240506.64
Ciências Sociais Aplicadas,VFJ - Pesquisador Visitante FIOCRUZ Júnior,Bolsas de Pós-doutorado,92400.0
Ciências da Saúde,ACT - Apoio ao Desenvolvimento Científico e Tecnológico,Apoio a Projetos de Pesquisas,4839837.46
Ciências da Saúde,ADC - Apoio à Difusão do Conhecimento,APOIO A PROJETOS DE PESQUISA,7609381.9715
Ciências da Saúde,ADC - Apoio à Difusão do Conhecimento,Bolsas de Iniciação Científica,946821.01
Ciências da Saúde,AED - Apoio a Publicações Científicas,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,1624678.0
Ciências da Saúde,AED - Auxílio a Editoração e Publicação,Apoio a Periódicos Científicos,14405150.8
Ciências da Saúde,AI - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,179156967.28
Ciências da Saúde,APE - Aperfeicoamento no Exterior,Bolsas no Exterior,68494.9
Ciências da Saúde,APQ - Auxílio a Pesquisa,APOIO A PROJETOS DE PESQUISA,2718180523.93647
Ciências da Saúde,APQ - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,785171738.4399999
Ciências da Saúde,APV - Pesquisador Visitante,Apoio a Pesquisador Visitante,818290.87
Ciências da Saúde,ARC - Promoção de Eventos Científicos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,40889258.23308
Ciências da Saúde,ARC - Promoção de Eventos Científicos,Apoio a Participação/Realização de Eventos,24966746.28
Ciências da Saúde,AT - Apoio Técnico a Pesquisa,Bolsas de Apoio Técnico,21002671.72
Ciências da Saúde,AT - Apoio Técnico à Pesquisa,APOIO A PROJETOS DE PESQUISA,1934461.92
Ciências da Saúde,ATP - Apoio Técnico em Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,5390.0
Ciências da Saúde,ATP - Apoio Técnico em Extensão no País,APOIO A PROJETOS DE PESQUISA,2338842.89
Ciências da Saúde,ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,9579334.44
Ciências da Saúde,AVG - Participação em Eventos Cientificos,Apoio a Participação/Realização de Eventos,5633186.03
Ciências da Saúde,BCB -,APOIO A PROJETOS DE PESQUISA,65289322.0
Ciências da Saúde,BEP - Bolsa Treinamento no Pais,Bolsa de Cota (Curta Dur.),5780.17
Ciências da Saúde,BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),63105.11
Ciências da Saúde,BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,4417200.0
Ciências da Saúde,BSP - Bolsa Treinamento no Exterior,APOIO A PROJETOS DE PESQUISA,58667.0
Ciências da Saúde,BSP - Bolsa Treinamento no Exterior,Bolsa de Cota (Curta Dur.),544966.38
Ciências da Saúde,DCR - Desenvolvimento Cientifico Regional,Bolsas de Desenvolvimento Científico e Regional,2840281.52
Ciências da Saúde,DCR - Desenvolvimento Científico Regional,APOIO A PROJETOS DE PESQUISA,436097.25
Ciências da Saúde,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,APOIO A COOPERAÇÃO INTERNACIONAL,21795412.73
Ciências da Saúde,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,Bolsas de Graduação,225521.85
Ciências da Saúde,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,APOIO A COOPERAÇÃO INTERNACIONAL,169075734.47
Ciências da Saúde,DES - Desenvolvimento Tecnológico e Inovação Ext Sênior,Bolsas de Graduação,72440.0
Ciências da Saúde,DT - Produtividade Desen. Tec. e Extensão Inovadora,0.0 - Problemas Encontrar Modalidade Processo,16800.0
Ciências da Saúde,DT - Produtividade Desen. Tec. e Extensão Inovadora,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,31316.0
Ciências da Saúde,DT - Produtividade Desen. Tec. e Extensão Inovadora,Bolsas de Produtividade em Pesquisa e Tecnologia,704884.0
Ciências da Saúde,DTC - Desenvolvimento Tecnológico em TICs,APOIO A PROJETOS DE PESQUISA,5096282.16
Ciências da Saúde,DTC - Desenvolvimento Tecnológico em TICs,Bolsas de Desenvolvimento Tecnológico e Industrial,5727100.0
Ciências da Saúde,DTI - Desenvolvimento Tecnológico Industrial,APOIO A PROJETOS DE PESQUISA,56642779.872
Ciências da Saúde,DTI - Desenvolvimento Tecnológico Industrial,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,56.804
Ciências da Saúde,DTI - Desenvolvimento Tecnológico Industrial,Bolsas de Desenvolvimento Tecnológico e Industrial,101144750.62
Ciências da Saúde,EJR - Estágio Júnior no Exterior,Bolsas no Exterior,44735.659999999996
Ciências da Saúde,EPI - Bolsa de Treinamento - Programa,Bolsas de Desenvolvimento Tecnológico e Industrial,3391521.75
Ciências da Saúde,EPI - Bolsa de Treinamento - Programa EPISUS,APOIO A PROJETOS DE PESQUISA,3014640.482
Ciências da Saúde,EPI - Bolsa de Treinamento - Programa EPISUS,Bolsas de Desenvolvimento Tecnológico e Industrial,8085686.47
Ciências da Saúde,ESN - Estágio Sênior no Exterior,Estágio,1524536.72
Ciências da Saúde,EV - Especialista Visitante,APOIO A PROJETOS DE PESQUISA,3690645.9399999995
Ciências da Saúde,EV - Especialista Visitante,Bolsas de Pesquisador/Especialista Visitante,2205833.39
Ciências da Saúde,EVF - Especialista Visitante FIOCRUZ,Bolsas de Pesquisador/Especialista Visitante,702000.0
Ciências da Saúde,EXP - Extensão no País,APOIO A PROJETOS DE PESQUISA,8797601.098
Ciências da Saúde,EXP - Extensão no País,Bolsas de Extensão em Pesquisa,27923499.89
Ciências da Saúde,GD - Doutorado,0.0 - Problemas Encontrar Modalidade Processo,42233.0
Ciências da Saúde,GD - Doutorado,APOIO A PROJETOS DE PESQUISA,85192966.21759
Ciências da Saúde,GD - Doutorado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,11714094.892310001
Ciências da Saúde,GD - Doutorado,Bolsas de Doutorado,291983692.45
Ciências da Saúde,GDE - Doutorado no Exterior,Bolsas de Doutorado,52268510.88
Ciências da Saúde,GM - Mestrado,APOIO A PROJETOS DE PESQUISA,17999599.2
Ciências da Saúde,GM - Mestrado,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,10235069.7233
Ciências da Saúde,GM - Mestrado,Bolsas de Mestrado,193400272.32
Ciências da Saúde,IC - Iniciação Científica,APOIO A PROJETOS DE PESQUISA,2580108.4
Ciências da Saúde,IC - Iniciação Científica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,90274671.5
Ciências da Saúde,IC - Iniciação Científica,Bolsas de Iniciação Científica,266770855.36
Ciências da Saúde,ICJ - Iniciação Científica Júnior,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,204900.0
Ciências da Saúde,ICJ - Iniciação Científica Júnior,APOIO A PROJETOS DE PESQUISA,90943.3
Ciências da Saúde,ICJ - Iniciação Científica Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,3450448.5
Ciências da Saúde,ICJ - Iniciação Científica Júnior,Bolsas de Iniciação Científica Júnior,5365200.0
Ciências da Saúde,IEX - Iniciação ao Extensionismo,APOIO A PROJETOS DE PESQUISA,2465360.52
Ciências da Saúde,IEX - Iniciação ao Extensionismo,Bolsas de Iniciação Científica,662400.0
Ciências da Saúde,INT - Bolsa Inova Talentos,APOIO A PROJETOS DE PESQUISA,261800.0
Ciências da Saúde,IT - Iniciação Tecnológica,APOIO A PROJETOS DE PESQUISA,77000.0
Ciências da Saúde,IT - Iniciação Tecnológica,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,7978134.9
Ciências da Saúde,IT - Iniciação Tecnológica,Bolsas de Iniciação Tecnológica e Industrial,13649580.0
Ciências da Saúde,ITC - Iniciação Tecnológica em TIC's,APOIO A PROJETOS DE PESQUISA,86786.75
Ciências da Saúde,ITC - Iniciação Tecnológica em TICs,Bolsas de Iniciação Tecnológica e Industrial,42000.0
Ciências da Saúde,ITI - Iniciação Tecnológica Industrial,APOIO A PROJETOS DE PESQUISA,3906204.6
Ciências da Saúde,ITI - Iniciação Tecnológica e Industrial,Bolsas de Iniciação Tecnológica e Industrial,6693376.02
Ciências da Saúde,ITS - Interiorização do Trabalho em Saúde,Bolsas de Produtividade em Pesquisa e Tecnologia,86840.0
Ciências da Saúde,PAV - Bolsa Pesquisador-Avaliador,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,44977.4
Ciências da Saúde,PAV - Bolsa Pesquisador-Avaliador,Indefinido,54872.0
Ciências da Saúde,PCI - Programa de Capacitação Institucional,Bolsas de Desenvolvimento Tecnológico e Industrial,2637690.0
Ciências da Saúde,PD - Pós-doutorado,Bolsas de Pós-doutorado,1606529.92
Ciências da Saúde,PDE - Pós-Doutorado no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,839169476.337
Ciências da Saúde,PDE - Pós-Doutorado no Exterior,APOIO A PROJETOS DE PESQUISA,12157806.0
Ciências da Saúde,PDE - Pós-Doutorado no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,25392945.49021
Ciências da Saúde,PDE - Pós-doutorado no Exterior,Bolsas de Pós-doutorado,61278418.61
Ciências da Saúde,PDI - Pos-doutorado Empresarial,Bolsas de Pós-doutorado,538368.16
Ciências da Saúde,PDI - Pós-Doutorado Empresarial,APOIO A PROJETOS DE PESQUISA,213200.0
Ciências da Saúde,PDJ - Pós-Doutorado Júnior,APOIO A PROJETOS DE PESQUISA,2689527.47
Ciências da Saúde,PDJ - Pós-Doutorado Júnior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,11137761.79
Ciências da Saúde,PDJ - Pós-doutorado Júnior,Bolsas de Pós-doutorado,70911671.66
Ciências da Saúde,PDP - Pós-doutorado,Bolsas de Pós-doutorado,6400200.0
Ciências da Saúde,PDS - Pós-Doutorado Sênior,APOIO A PROJETOS DE PESQUISA,209353.82
Ciências da Saúde,PDS - Pós-Doutorado Sênior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,3331770.11
Ciências da Saúde,PDS - Pós-doutorado Sênior,Bolsas de Pós-doutorado,6289765.33
Ciências da Saúde,PJF - Pós-Doutorado Junior FIOCRUZ,Bolsas de Pós-doutorado,8823504.0
Ciências da Saúde,PQ -,0.0 - Problemas Encontrar Modalidade Processo,4065610.0
Ciências da Saúde,PQ - Produtividade em Pesquisa,0.0 - Problemas Encontrar Modalidade Processo,47790556.0
Ciências da Saúde,PQ - Produtividade em Pesquisa,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,44191555.53
Ciências da Saúde,PQ - Produtividade em Pesquisa,Bolsas de Produtividade em Pesquisa e Tecnologia,499143443.49
Ciências da Saúde,PSF - Pesquisador Visitante Senior FIOCRUZ,Bolsas de Pesquisador/Especialista Visitante,992646.8
Ciências da Saúde,PV - Pesquisador Visitante,APOIO A PROJETOS DE PESQUISA,19500.0
Ciências da Saúde,PV - Pesquisador Visitante,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,93.6
Ciências da Saúde,PV - Pesquisador Visitante,Bolsas de Pesquisador/Especialista Visitante,1861213.71
Ciências da Saúde,PVE - Pesquisador Visitante Estrangeiro,Bolsas de Pesquisador/Especialista Visitante,4900000.0
Ciências da Saúde,RD - Recem-Doutor,Bolsas de Pesquisa Especial,636804.22
Ciências da Saúde,SET - Fixação de Recursos Humanos,APOIO A PROJETOS DE PESQUISA,6187656.868
Ciências da Saúde,SET - Fixação de Recursos Humanos,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,23494.8
Ciências da Saúde,SET - Fixação de Recursos Humanos,Bolsas de Fixação de Doutores,16333300.0
Ciências da Saúde,SPE - Estagio/Especializacao no Exterior,Estágio,159405.08
Ciências da Saúde,SWE - Doutorado Sanduíche no Exterior,APOIO A COOPERAÇÃO INTERNACIONAL,320130056.58817
Ciências da Saúde,SWE - Doutorado Sanduíche no Exterior,APOIO A PROJETOS DE PESQUISA,8699367.0
Ciências da Saúde,SWE - Doutorado Sanduíche no Exterior,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,15464998.434630001
Ciências da Saúde,SWE - Doutorado Sanduíche no Exterior,Bolsas de Doutorado,30267755.18
Ciências da Saúde,SWG - Graduação Sanduíche no Exterior,Bolsas de Graduação,340594842.21
Ciências da Saúde,SWI - Doutorado-Sanduiche Empresarial,Bolsas de Doutorado,4000.0
Ciências da Saúde,SWP - Doutorado Sanduíche no País,BOLSAS DE FORMAÇÃO E DE PESQUISADORES,38468.6
Ciências da Saúde,SWP - Doutorado-Sanduiche no Pais,Bolsas de Doutorado,444927.03
Ciências da Saúde,VFJ - Pesquisador Visitante FIOCRUZ Júnior,Bolsas de Pós-doutorado,930600.0
Ciências da Saúde,VFP - Pesquisador Visitante FIOCRUZ Pleno,Bolsas de Pesquisador/Especialista Visitante,288000.0
Engenharias,ACT - Apoio ao Desenvolvimento Científico e Tecnológico,Apoio a Projetos de Pesquisas,16526734.68
Engenharias,ADC - Apoio à Difusão do Conhecimento,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,11440.0
Engenharias,ADC - Apoio à Difusão do Conhecimento,APOIO A PROJETOS DE PESQUISA,2134272.903
Engenharias,ADC - Apoio à Difusão do Conhecimento,Bolsas de Iniciação Científica,368550.0
Engenharias,AED - Apoio a Publicações Científicas,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,57180.0
Engenharias,AED - Auxílio a Editoração e Publicação,Apoio a Periódicos Científicos,4445630.0
Engenharias,AI - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,190233254.23
Engenharias,APQ - Auxílio a Pesquisa,APOIO A PROJETOS DE PESQUISA,2046698067.10497
Engenharias,APQ - Auxílio a Pesquisa,Apoio a Projetos de Pesquisas,538970281.91
Engenharias,APV - Pesquisador Visitante,Apoio a Pesquisador Visitante,884474.95
Engenharias,ARC - Promoção de Eventos Científicos,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,39891036.35
Engenharias,ARC - Promoção de Eventos Científicos,Apoio a Participação/Realização de Eventos,35207736.47
Engenharias,AT - Apoio Técnico a Pesquisa,Bolsas de Apoio Técnico,16938025.11
Engenharias,AT - Apoio Técnico à Pesquisa,APOIO A PROJETOS DE PESQUISA,2150958.41
Engenharias,ATP - Apoio Técnico em Extensão no País,APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA,15120.95
Engenharias,ATP - Apoio Técnico em Extensão no País,APOIO A PROJETOS DE PESQUISA,1769189.12
Engenharias,ATP - Apoio Técnico em Extensão no País,Bolsas de Apoio Técnico,8955597.27
Engenharias,AVG - Participação em Eventos Cientificos,Apoio a Participação/Realização de Eventos,7796326.27
Engenharias,BCB -,APOIO A PROJETOS DE PESQUISA,155672953.0
Engenharias,BEP - Bolsa Treinamento no Pais,Bolsa de Cota (Curta Dur.),502065.08
Engenharias,BEV - Bolsa Especialista Visitante,Bolsa de Cota (Curta Dur.),3027881.62
Engenharias,BJT - Atração de Jovens Talentos,Bolsas de Pesquisador/Especialista Visitante,8157220.75
Engenharias,BSP - Bolsa Treinamento no Exterior,Bolsa de Cota (Curta Dur.),2409531.82
Engenharias,DCR - Desenvolvimento Cientifico Regional,Bolsas de Desenvolvimento Científico e Regional,5680141.65
Engenharias,DCR - Desenvolvimento Científico Regional,APOIO A PROJETOS DE PESQUISA,1610550.325
Engenharias,DEJ - Desenvolvimento Tecnológico e Inovação,Bolsas de Graduação,120070.18
Engenharias,DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior,APOIO A COOPERAÇÃO INTERNACIONAL,51228206.4
