"ano","cidade","pais","total"
"2003","Rio de Janeiro","BRA - Brasil","44325897.70"
"2003","São Paulo","BRA - Brasil","42632180.16"
"2003","Porto Alegre","BRA - Brasil","19293054.73"
"2003","Campinas","BRA - Brasil","18066307.62"
"2003",NULL,"-","17867690.69"
"2003","Belo Horizonte","BRA - Brasil","13079597.97"
"2003","São Carlos","BRA - Brasil","10066344.31"
"2003","Florianópolis","BRA - Brasil","9364156.05"
"2003","Recife","BRA - Brasil","8901891.40"
"2003","Brasília","BRA - Brasil","8817663.03"
"2003","Viçosa","BRA - Brasil","6898639.95"
"2003","Ribeirão Preto","BRA - Brasil","4852921.76"
"2003","Fortaleza","BRA - Brasil","4301387.15"
"2003","Curitiba","BRA - Brasil","4298414.54"
"2003","Salvador","BRA - Brasil","3841510.92"
"2003","Piracicaba","BRA - Brasil","3827806.86"
"2003","Niterói","BRA - Brasil","3801208.03"
"2003","Lavras","BRA - Brasil","3474949.80"
"2003","João Pessoa","BRA - Brasil","2722004.06"
"2003","São José dos Campos","BRA - Brasil","2642625.86"
"2003","Santa Maria","BRA - Brasil","2234598.78"
"2003","Natal","BRA - Brasil","2111944.79"
"2003","Maringá","BRA - Brasil","1960309.09"
"2003","Belém","BRA - Brasil","1920032.13"
"2003","Manaus","BRA - Brasil","1661462.43"
"2003","Araraquara","BRA - Brasil","1604722.43"
"2003","Uberlândia","BRA - Brasil","1454765.97"
"2003","Pelotas","BRA - Brasil","1331905.11"
"2003","Seropédica","BRA - Brasil","1308578.72"
"2003","Jaboticabal","BRA - Brasil","1253883.14"
"2003","Londrina","BRA - Brasil","1114558.07"
"2003","Goiânia","BRA - Brasil","1032788.19"
"2003","Rio Claro","BRA - Brasil","1023062.31"
"2003","Vitória","BRA - Brasil","935313.12"
"2003","São Leopoldo","BRA - Brasil","731660.08"
"2003","Rio Grande","BRA - Brasil","713010.60"
"2003","Campina Grande","BRA - Brasil","674784.78"
"2003","Campos dos Goytacazes","BRA - Brasil","641422.03"
"2003","Botucatu","BRA - Brasil","543313.67"
"2003","Juiz de Fora","BRA - Brasil","536804.52"
"2003","Bauru","BRA - Brasil","508368.36"
"2003","Ouro Preto","BRA - Brasil","494718.01"
"2003","Petrópolis","BRA - Brasil","481791.41"
"2003","Maceió","BRA - Brasil","437633.70"
"2003","Cuiabá","BRA - Brasil","342061.77"
"2003","São José do Rio Preto","BRA - Brasil","307896.06"
"2003","São Bernardo do Campo","BRA - Brasil","285321.36"
"2003","Marília","BRA - Brasil","278059.94"
"2003","Assis","BRA - Brasil","271274.86"
"2003","Itaguaí","BRA - Brasil","267518.92"
"2003","São Luís","BRA - Brasil","260052.01"
"2003","São Cristóvão","BRA - Brasil","246324.98"
"2003","Lorena","BRA - Brasil","233845.08"
"2003","Itajubá","BRA - Brasil","230756.52"
"2003","Campo Grande","BRA - Brasil","223268.03"
"2003","Teresina","BRA - Brasil","174772.62"
"2003","Passo Fundo","BRA - Brasil","167696.83"
"2003","Feira de Santana","BRA - Brasil","157533.14"
"2003","Ilhéus","BRA - Brasil","129072.88"
"2003","Uberaba","BRA - Brasil","127257.71"
"2003","Araçatuba","BRA - Brasil","125947.60"
"2003","Santo Antônio de Goiás","BRA - Brasil","121454.41"
"2003","Presidente Prudente","BRA - Brasil","116202.44"
"2003","Cruz das Almas","BRA - Brasil","113847.74"
"2003","Guaratinguetá","BRA - Brasil","106855.96"
"2003","Pirassununga","BRA - Brasil","103079.60"
"2003","Pontal do Paraná","BRA - Brasil","96031.20"
"2003","Canoas","BRA - Brasil","92056.72"
"2003","Ilha Solteira","BRA - Brasil","85234.32"
"2003","São João del Rei","BRA - Brasil","70770.14"
"2003","Mogi das Cruzes","BRA - Brasil","69852.41"
"2003","Itajaí","BRA - Brasil","67733.74"
"2003","Itabuna","BRA - Brasil","67445.74"
"2003","Nova Friburgo","BRA - Brasil","67203.06"
"2003","Concórdia","BRA - Brasil","66678.65"
"2003","Areia","BRA - Brasil","64636.90"
"2003","Caxias do Sul","BRA - Brasil","61384.65"
"2003","Bananeiras","BRA - Brasil","60395.58"
"2003","Cascavel","BRA - Brasil","59513.34"
"2003","Mossoró","BRA - Brasil","57777.22"
"2003","Ponta Grossa","BRA - Brasil","56959.94"
"2003","Sete Lagoas","BRA - Brasil","44874.26"
"2003","Dourados","BRA - Brasil","42108.27"
"2003","Bragança","BRA - Brasil","41294.13"
"2003","Porto Velho","BRA - Brasil","40826.71"
"2003","Rio Branco","BRA - Brasil","36799.57"
"2003","Cordeirópolis","BRA - Brasil","36545.14"
"2003","Franca","BRA - Brasil","34162.64"
"2003","Tubarão","BRA - Brasil","32707.80"
"2003","Ijuí","BRA - Brasil","32603.49"
"2003","Jacarezinho","BRA - Brasil","28759.1"
"2003","Boa Vista","BRA - Brasil","28426.87"
"2003","São Raimundo Nonato","BRA - Brasil","27984.29"
"2003","Blumenau","BRA - Brasil","23895.90"
"2003","Colombo","BRA - Brasil","23046.48"
"2003","Petrolina","BRA - Brasil","22800.48"
"2003","Aracaju","BRA - Brasil","22588.14"
"2003","Montes Claros","BRA - Brasil","21508.92"
"2003","Serrana","BRA - Brasil","19813.67"
"2003","Santa Cruz do Sul","BRA - Brasil","19803.58"
"2003","São Sebastião","BRA - Brasil","18431.08"
"2003","Arraial do Cabo","BRA - Brasil","17987.35"
"2003","Sorocaba","BRA - Brasil","17170.4"
"2003","Bagé","BRA - Brasil","17170.4"
"2003","Bento Gonçalves","BRA - Brasil","17170.4"
"2003","Joaçaba","BRA - Brasil","16797.70"
"2003","Guarapuava","BRA - Brasil","16745.48"
"2003","Macapá","BRA - Brasil","16193.01"
"2003","Nova Odessa","BRA - Brasil","15779.44"
"2003","Três Lagoas","BRA - Brasil","15580.58"
"2003","Joinville","BRA - Brasil","14325.58"
"2003","Paulínia","BRA - Brasil","13311.30"
"2003","Bragança Paulista","BRA - Brasil","13070.60"
"2003","Ananindeua","BRA - Brasil","13064.14"
"2003","Camaçari","BRA - Brasil","11132.06"
"2003","Taubaté","BRA - Brasil","10887.95"
"2003","Barro Preto","BRA - Brasil","10744.16"
"2003","Caldas","BRA - Brasil","10649.04"
"2003","Criciúma","BRA - Brasil","10640.88"
"2003","São Gonçalo","BRA - Brasil","9888.48"
"2003","Vassouras","BRA - Brasil","9888.48"
"2003","Itatiba","BRA - Brasil","9888.48"
"2003","Alegre","BRA - Brasil","9888.48"
"2003","Holambra","BRA - Brasil","9545.16"
"2003","Lages","BRA - Brasil","9345.6"
"2003","Guarulhos","BRA - Brasil","8240.4"
"2003","Sobral","BRA - Brasil","8240.4"
"2003","Jundiaí","BRA - Brasil","8240.4"
"2003","Aquidauana","BRA - Brasil","8240.4"
"2003","Alfenas","BRA - Brasil","7742.85"
"2003","Palmas","BRA - Brasil","6722.24"
"2003","Knoxville","EUA - Estados Unidos","4437.1"
"2003","Coronel Fabriciano","BRA - Brasil","4120.2"
"2003","Duque de Caxias","BRA - Brasil","4120.2"
"2003","Santos","BRA - Brasil","4120.2"
"2003","Volta Redonda","BRA - Brasil","4120.2"
"2003","Bom Princípio","BRA - Brasil","3340.2"
"2003","Araras","BRA - Brasil","3042.6"
"2003","Vitória da Conquista","BRA - Brasil","2415.10"
"2003","Videira","BRA - Brasil","1207.55"
"2003","Anápolis","BRA - Brasil","1207.55"
"2003","Canterbury","ING - Inglaterra","0"
"2003","Montpellier","FRA - França","0"
"2003","Montreal","CAN - Canadá","0"
"2003","Ames","EUA - Estados Unidos","0"
"2003","Munich","RFA - Alemanha","0"
"2003","Munster","RFA - Alemanha","0"
"2003","Nanterre","FRA - França","0"
"2003","Nantes","FRA - França","0"
"2003","Nashville","EUA - Estados Unidos","0"
"2003","Canberra","AUS - Austrália","0"
"2003","New Brunswick","EUA - Estados Unidos","0"
"2003","New York","EUA - Estados Unidos","0"
"2003","Newcastle","AUS - Austrália","0"
"2003","Newcastle","ING - Inglaterra","0"
"2003","Amiens","FRA - França","0"
"2003","Norwich","ING - Inglaterra","0"
"2003","Notre Dame","EUA - Estados Unidos","0"
"2003","Ann Arbor","EUA - Estados Unidos","0"
"2003","Orono","EUA - Estados Unidos","0"
"2003","Cambridge","ING - Inglaterra","0"
"2003","Oxford","ING - Inglaterra","0"
"2003","Palaiseau","FRA - França","0"
"2003","Palmerston North","NZL - Nova Zelândia","0"
"2003","Paris","FRA - França","0"
"2003","Arlington","EUA - Estados Unidos","0"
"2003","Atlanta","EUA - Estados Unidos","0"
"2003","Pessac","FRA - França","0"
"2003","Buffalo","EUA - Estados Unidos","0"
"2003","Philadelphia","EUA - Estados Unidos","0"
"2003","Bristol","ING - Inglaterra","0"
"2003","Brighton","ING - Inglaterra","0"
"2003","Pisa","ITA - Itália","0"
"2003","Bremen","RFA - Alemanha","0"
"2003","Braunschweig","RFA - Alemanha","0"
"2003","Portland","EUA - Estados Unidos","0"
"2003","Porto","POR - Portugal","0"
"2003","Auburn","EUA - Estados Unidos","0"
"2003","Austin","EUA - Estados Unidos","0"
"2003","Potsdam","RFA - Alemanha","0"
"2003","Barcelona","ESP - Espanha","0"
"2003","Quebec","CAN - Canadá","0"
"2003","Raleigh","EUA - Estados Unidos","0"
"2003","Reading","ING - Inglaterra","0"
"2003","Braga","POR - Portugal","0"
"2003","Rennes","FRA - França","0"
"2003","Reno","EUA - Estados Unidos","0"
"2003","Reston","EUA - Estados Unidos","0"
"2003","Boulder","EUA - Estados Unidos","0"
"2003","Batavia","EUA - Estados Unidos","0"
"2003","Boston","EUA - Estados Unidos","0"
"2003","Bath","ING - Inglaterra","0"
"2003","Bogota","COL - Colômbia","0"
"2003","Rouen","FRA - França","0"
"2003","Saint-Denis","FRA - França","0"
"2003","Saint-Martin-d'Heres","FRA - França","0"
"2003","Saint Louis","EUA - Estados Unidos","0"
"2003","Baton Rouge","EUA - Estados Unidos","0"
"2003","San Diego","EUA - Estados Unidos","0"
"2003","Santa Cruz","EUA - Estados Unidos","0"
"2003","Berlin","RFA - Alemanha","0"
"2003","Santiago","CHL - Chile","0"
"2003","Santiago de Compostela","ESP - Espanha","0"
"2003","Bloomington","EUA - Estados Unidos","0"
"2003","Sherbrooke","CAN - Canadá","0"
"2003","Southampton","ING - Inglaterra","0"
"2003","Stony Brook","EUA - Estados Unidos","0"
"2003","Stuttgart","RFA - Alemanha","0"
"2003","Sydney","AUS - Austrália","0"
"2003","Syracuse","EUA - Estados Unidos","0"
"2003","Tallahassee","EUA - Estados Unidos","0"
"2003","Tampa","EUA - Estados Unidos","0"
"2003","Toronto","CAN - Canadá","0"
"2003","Toulouse","FRA - França","0"
"2003","Townsville","AUS - Austrália","0"
"2003","Tübingen","RFA - Alemanha","0"
"2003","Tucson","EUA - Estados Unidos","0"
"2003","University Park","EUA - Estados Unidos","0"
"2003","Uppsala","SUE - Suécia","0"
"2003","Uxbridge","ING - Inglaterra","0"
"2003","Valdivia","CHL - Chile","0"
"2003","Vancouver","CAN - Canadá","0"
"2003","Versailles","FRA - França","0"
"2003","Victoria","CAN - Canadá","0"
"2003","Vienna","AUT - Austria","0"
"2003","Villetaneuse","FRA - França","0"
"2003","Viterbo","ITA - Itália","0"
"2003","Wageningen","HOL - Holanda","0"
"2003","Waterloo","CAN - Canadá","0"
"2003","West Lafayette","EUA - Estados Unidos","0"
"2003","York","ING - Inglaterra","0"
"2003","Zaragoza","ESP - Espanha","0"
"2003",NULL,"CRC - Costa Rica","0"
"2003",NULL,"EUA - Estados Unidos","0"
"2003",NULL,"FRA - França","0"
"2003",NULL,"ING - Inglaterra","0"
"2003",NULL,"ITA - Itália","0"
"2003","Durham","EUA - Estados Unidos","0"
"2003",NULL,"RFA - Alemanha","0"
"2003","Edinburgh","ESC - Escócia","0"
"2003","Edmonton","CAN - Canadá","0"
"2003","Faro","POR - Portugal","0"
"2003","Dunedin","NZL - Nova Zelândia","0"
"2003","Dundee","ESC - Escócia","0"
"2003","Frankfurt am Main","RFA - Alemanha","0"
"2003","Freiburg","RFA - Alemanha","0"
"2003","Gainesville","EUA - Estados Unidos","0"
"2003","Dresden","RFA - Alemanha","0"
"2003","Göttingen","RFA - Alemanha","0"
"2003","Granada","ESP - Espanha","0"
"2003","Grenoble","FRA - França","0"
"2003","Denver","EUA - Estados Unidos","0"
"2003","Guelph","CAN - Canadá","0"
"2003","Hamburg","RFA - Alemanha","0"
"2003","Hannover","RFA - Alemanha","0"
"2003","Davis","EUA - Estados Unidos","0"
"2003","Iowa","EUA - Estados Unidos","0"
"2003","Irvine","EUA - Estados Unidos","0"
"2003","Coventry","ING - Inglaterra","0"
"2003","Corvallis","EUA - Estados Unidos","0"
"2003","Ithaca","EUA - Estados Unidos","0"
"2003","College Park","EUA - Estados Unidos","0"
"2003","Colchester","ING - Inglaterra","0"
"2003","Clermont-Ferrand","FRA - França","0"
"2003","Kalmar","SUE - Suécia","0"
"2003","Kansas City","EUA - Estados Unidos","0"
"2003","Karlsruhe","RFA - Alemanha","0"
"2003","Kiel","RFA - Alemanha","0"
"2003","La Serena","CHL - Chile","0"
"2003","Chicago","EUA - Estados Unidos","0"
"2003","Leicester","ING - Inglaterra","0"
"2003","Leiden","HOL - Holanda","0"
"2003","Lisboa","POR - Portugal","0"
"2003","Logan","EUA - Estados Unidos","0"
"2003","London","CAN - Canadá","0"
"2003","London","ING - Inglaterra","0"
"2003","Champaign","EUA - Estados Unidos","0"
"2003","Cerdanyola del Valles","ESP - Espanha","0"
"2003","Los Angeles","EUA - Estados Unidos","0"
"2003","Lund","SUE - Suécia","0"
"2003","Birmingham","ING - Inglaterra","0"
"2003","MADISON WI","EUA - Estados Unidos","0"
"2003","Madrid","ESP - Espanha","0"
"2003","Aachen","RFA - Alemanha","0"
"2003","Manchester","ING - Inglaterra","0"
"2003","Mansfield","EUA - Estados Unidos","0"
"2003","Marburg","RFA - Alemanha","0"
"2003","Besancon","FRA - França","0"
"2003","Albuquerque","EUA - Estados Unidos","0"
"2003","Melbourne","AUS - Austrália","0"
"2003","Milan","ITA - Itália","0"
"2003","Minneapolis","EUA - Estados Unidos","0"
"2004","Rio de Janeiro","BRA - Brasil","61594218.92"
"2004","São Paulo","BRA - Brasil","59581734.63"
"2004",NULL,"-","35668707.93"
"2004","Porto Alegre","BRA - Brasil","27304152.27"
"2004","Campinas","BRA - Brasil","25713732.68"
"2004","Belo Horizonte","BRA - Brasil","19017218.62"
"2004","São Carlos","BRA - Brasil","14496440.42"
"2004","Recife","BRA - Brasil","14360334.83"
"2004","Brasília","BRA - Brasil","13126320.41"
"2004","Florianópolis","BRA - Brasil","12841002.73"
"2004","Viçosa","BRA - Brasil","9682355.93"
"2004","Ribeirão Preto","BRA - Brasil","7425539.23"
"2004","Fortaleza","BRA - Brasil","7167469.29"
"2004","Salvador","BRA - Brasil","6472118.57"
"2004","Curitiba","BRA - Brasil","6247158.78"
"2004","Piracicaba","BRA - Brasil","5707519.35"
"2004","Niterói","BRA - Brasil","5561390.21"
"2004","Lavras","BRA - Brasil","4737253.45"
"2004","São José dos Campos","BRA - Brasil","3972169.79"
"2004","Natal","BRA - Brasil","3951495.51"
"2004","João Pessoa","BRA - Brasil","3835263.67"
"2004","Belém","BRA - Brasil","3582056.54"
"2004","Santa Maria","BRA - Brasil","3358141.50"
"2004","Maringá","BRA - Brasil","2871543.18"
"2004","Manaus","BRA - Brasil","2690007.12"
"2004","Araraquara","BRA - Brasil","2387486.75"
"2004","Uberlândia","BRA - Brasil","2193325.42"
"2004","Pelotas","BRA - Brasil","2004763.89"
"2004","Goiânia","BRA - Brasil","1962266.29"
"2004","Jaboticabal","BRA - Brasil","1834574.99"
"2004","Londrina","BRA - Brasil","1772796.97"
"2004","Seropédica","BRA - Brasil","1666016.72"
"2004","Vitória","BRA - Brasil","1554244.08"
"2004","Campina Grande","BRA - Brasil","1438439.49"
"2004","Rio Claro","BRA - Brasil","1414001.13"
"2004","Campos dos Goytacazes","BRA - Brasil","1113242.76"
"2004","Leicester","ING - Inglaterra","1101403.7"
"2004","São Leopoldo","BRA - Brasil","1077391.65"
"2004","Rio Grande","BRA - Brasil","1066842.02"
"2004","Botucatu","BRA - Brasil","1046327.27"
"2004","London","ING - Inglaterra","996029.99"
"2004","Maceió","BRA - Brasil","980742.72"
"2004","Paris","FRA - França","881862.73"
"2004","Juiz de Fora","BRA - Brasil","853345.78"
"2004","Bauru","BRA - Brasil","745252.28"
"2004","Petrópolis","BRA - Brasil","743045.94"
"2004","Chicago","EUA - Estados Unidos","729266.78"
"2004","Ouro Preto","BRA - Brasil","681540.96"
"2004","Cuiabá","BRA - Brasil","647897.06"
"2004","Campo Grande","BRA - Brasil","598463.49"
"2004","Montreal","CAN - Canadá","596641.05"
"2004","Aracaju","BRA - Brasil","574109.64"
"2004","Reading","ING - Inglaterra","556768.39"
"2004","São Cristóvão","BRA - Brasil","509535.11"
"2004","São José do Rio Preto","BRA - Brasil","499642.06"
"2004","São Luís","BRA - Brasil","490921.81"
"2004","Corvallis","EUA - Estados Unidos","489295.12"
"2004",NULL,"ING - Inglaterra","488455.93"
"2004","Ithaca","EUA - Estados Unidos","482776.27"
"2004","Southampton","ING - Inglaterra","423559.77"
"2004","Itaguaí","BRA - Brasil","389546.81"
"2004",NULL,"FRA - França","385958.05"
"2004","New York","EUA - Estados Unidos","385329.16"
"2004","Madrid","ESP - Espanha","381197.21"
"2004","Quebec","CAN - Canadá","378371.08"
"2004","Itajubá","BRA - Brasil","371266.15"
"2004","Marília","BRA - Brasil","369249.40"
"2004","Oxford","ING - Inglaterra","368727.18"
"2004","Teresina","BRA - Brasil","359098.98"
"2004","Wageningen","HOL - Holanda","354395.34"
"2004","Champaign","EUA - Estados Unidos","334059.91"
"2004","Berlin","RFA - Alemanha","331028.50"
"2004","Assis","BRA - Brasil","321013.70"
"2004","Toronto","CAN - Canadá","319086.20"
"2004","Lorena","BRA - Brasil","306237.85"
"2004","Lisboa","POR - Portugal","305608.64"
"2004","Gainesville","EUA - Estados Unidos","290631.24"
"2004","Tallahassee","EUA - Estados Unidos","287636.10"
"2004","São Bernardo do Campo","BRA - Brasil","282657.17"
"2004","Santa Cruz","EUA - Estados Unidos","280510.77"
"2004","Ann Arbor","EUA - Estados Unidos","279966.48"
"2004","Santo Antônio de Goiás","BRA - Brasil","262287.17"
"2004","Guelph","CAN - Canadá","261995.42"
"2004","Cambridge","ING - Inglaterra","260299.84"
"2004","Barcelona","ESP - Espanha","254207.15"
"2004","Philadelphia","EUA - Estados Unidos","246095.54"
"2004","Atlanta","EUA - Estados Unidos","229476.50"
"2004","Manchester","ING - Inglaterra","227561.02"
"2004","Vancouver","CAN - Canadá","222977.75"
"2004","Cruz das Almas","BRA - Brasil","222206.16"
"2004","Passo Fundo","BRA - Brasil","216715.14"
"2004","Boston","EUA - Estados Unidos","206225.46"
"2004","Uberaba","BRA - Brasil","201489.69"
"2004","Guaratinguetá","BRA - Brasil","201299.72"
"2004","San Diego","EUA - Estados Unidos","197488.97"
"2004","Grenoble","FRA - França","196208.56"
"2004","Ilhéus","BRA - Brasil","195641.97"
"2004","Tucson","EUA - Estados Unidos","195075.64"
"2004","Feira de Santana","BRA - Brasil","194085.04"
"2004","Davis","EUA - Estados Unidos","185487.72"
"2004","Nanterre","FRA - França","185261.18"
"2004","Granada","ESP - Espanha","184277.28"
"2004","Stuttgart","RFA - Alemanha","179255.06"
"2004","Toulouse","FRA - França","176917.50"
"2004","University Park","EUA - Estados Unidos","175008.79"
"2004","Presidente Prudente","BRA - Brasil","172949.70"
"2004","Canterbury","ING - Inglaterra","172677.06"
"2004","Saint-Martin-d'Heres","FRA - França","166471.17"
"2004","Pirassununga","BRA - Brasil","165118.11"
"2004","Ponta Grossa","BRA - Brasil","164785.45"
"2004","Louvain-la-Neuve","BEL - Bélgica","164729.67"
"2004","New Brunswick","EUA - Estados Unidos","163404.20"
"2004",NULL,"RFA - Alemanha","160433.65"
"2004","Freiburg","RFA - Alemanha","160081.35"
"2004","MADISON WI","EUA - Estados Unidos","157449.82"
"2004","Stanford","EUA - Estados Unidos","157350.41"
"2004","Aachen","RFA - Alemanha","152472.69"
"2004","Brisbane","AUS - Austrália","152112.54"
"2004","Araçatuba","BRA - Brasil","150141.80"
"2004","Hannover","RFA - Alemanha","148884.30"
"2004","Mossoró","BRA - Brasil","146120.37"
"2004",NULL,"CAN - Canadá","145217.85"
"2004","Boulder","EUA - Estados Unidos","144594.21"
"2004","Montpellier","FRA - França","140731.37"
"2004","Dourados","BRA - Brasil","139821.85"
"2004",NULL,"EUA - Estados Unidos","136002.88"
"2004","Itajaí","BRA - Brasil","133769.43"
"2004","Córdoba","ESP - Espanha","133336.48"
"2004","Braga","POR - Portugal","131838.30"
"2004","London","CAN - Canadá","131332.29"
"2004","Nova Friburgo","BRA - Brasil","130051.36"
"2004","Milan","ITA - Itália","129509.28"
"2004","Austin","EUA - Estados Unidos","126334.79"
"2004","Norwich","ING - Inglaterra","125008.87"
"2004","Bananeiras","BRA - Brasil","123648.42"
"2004","Batavia","EUA - Estados Unidos","123457.29"
"2004",NULL,"ITA - Itália","123416.99"
"2004","Braunschweig","RFA - Alemanha","121250.76"
"2004","Petrolina","BRA - Brasil","120679.48"
"2004","Ilha Solteira","BRA - Brasil","120524.50"
"2004","Los Angeles","EUA - Estados Unidos","120347.22"
"2004","Coventry","ING - Inglaterra","118094.32"
"2004","Vienna","AUT - Austria","117577.17"
"2004","Bremen","RFA - Alemanha","117432.21"
"2004","Palaiseau","FRA - França","116666.76"
"2004","Hamburg","RFA - Alemanha","116612.92"
"2004","Mansfield","EUA - Estados Unidos","116417.03"
"2004","Pessac","FRA - França","116319.10"
"2004","Munich","RFA - Alemanha","115864.76"
"2004","Areia","BRA - Brasil","115240.52"
"2004","São João del Rei","BRA - Brasil","115103.20"
"2004","Porto Velho","BRA - Brasil","113028.47"
"2004","Cambridge","EUA - Estados Unidos","109081.47"
"2004","Bloomington","EUA - Estados Unidos","109071.25"
"2004","Rennes","FRA - França","109000.46"
"2004","Baton Rouge","EUA - Estados Unidos","108547.72"
"2004","Karlsruhe","RFA - Alemanha","107307.46"
"2004","Canoas","BRA - Brasil","106427.18"
"2004","Durham","EUA - Estados Unidos","105097.25"
"2004","Roma","ITA - Itália","104952.56"
"2004","Canberra","AUS - Austrália","103588.89"
"2004","Ames","EUA - Estados Unidos","102878.64"
"2004","Sherbrooke","CAN - Canadá","102560.29"
"2004","Itabuna","BRA - Brasil","101376.84"
"2004","Mogi das Cruzes","BRA - Brasil","101082.96"
"2004","Tübingen","RFA - Alemanha","100922.09"
"2004","Milton Keynes","ING - Inglaterra","100337.42"
"2004","Caxias do Sul","BRA - Brasil","100205.49"
"2004","Raleigh","EUA - Estados Unidos","99999.48"
"2004","Sete Lagoas","BRA - Brasil","96813.32"
"2004","Edinburgh","ESC - Escócia","96783.67"
"2004","Colchester","ING - Inglaterra","96261.67"
"2004","Pisa","ITA - Itália","95022.89"
"2004","West Lafayette","EUA - Estados Unidos","93024.34"
"2004","Cascavel","BRA - Brasil","92273.54"
"2004","Tampa","EUA - Estados Unidos","90071.18"
"2004","Edmonton","CAN - Canadá","89420.97"
"2004","Minneapolis","EUA - Estados Unidos","89230.16"
"2004","Munster","RFA - Alemanha","87504.55"
"2004","Blumenau","BRA - Brasil","85947.09"
"2004","Concórdia","BRA - Brasil","85066.87"
"2004","Bragança","BRA - Brasil","81093.24"
"2004","Syracuse","EUA - Estados Unidos","79547.66"
"2004","Boa Vista","BRA - Brasil","79391.36"
"2004","Rio Branco","BRA - Brasil","78213.85"
"2004","Melbourne","AUS - Austrália","77706.17"
"2004","Cordeirópolis","BRA - Brasil","77297.60"
"2004","Portland","EUA - Estados Unidos","77060.47"
"2004","Santiago de Compostela","ESP - Espanha","76688.38"
"2004","Lund","SUE - Suécia","76654.31"
"2004","Logan","EUA - Estados Unidos","76164.11"
"2004","Cerdanyola del Valles","ESP - Espanha","75818.19"
"2004","Perth","AUS - Austrália","75797.98"
"2004","Trieste","ITA - Itália","72920.74"
"2004","Lyon","FRA - França","71078.37"
"2004","Birmingham","ING - Inglaterra","69865.81"
"2004","Dundee","ESC - Escócia","69838.52"
"2004","Arlington","EUA - Estados Unidos","69689.35"
"2004","Palmerston North","NZL - Nova Zelândia","68244.41"
"2004","New Haven","EUA - Estados Unidos","67549.50"
"2004","Bath","ING - Inglaterra","67234.11"
"2004","Leiden","HOL - Holanda","65971.12"
"2004","Pontal do Paraná","BRA - Brasil","64843.24"
"2004","Salamanca","ESP - Espanha","64589.03"
"2004","Utrecht","HOL - Holanda","64095.48"
"2004","La Serena","CHL - Chile","64061.6"
"2004","Bethesda","EUA - Estados Unidos","63637.98"
"2004","Bristol","ING - Inglaterra","63101.07"
"2004","Bento Gonçalves","BRA - Brasil","63048.80"
"2004","Três Lagoas","BRA - Brasil","62972.51"
"2004","Florence","ITA - Itália","61970.42"
"2004","Zaragoza","ESP - Espanha","61683.22"
"2004","Providence","EUA - Estados Unidos","61126.98"
"2004","Victoria","CAN - Canadá","59904.99"
"2004","Uppsala","SUE - Suécia","59504.66"
"2004","Valdivia","CHL - Chile","59490.4"
"2004","Kansas City","EUA - Estados Unidos","58798.12"
"2004","Iowa","EUA - Estados Unidos","57285.54"
"2004","Baltimore","EUA - Estados Unidos","57053.37"
"2004","Albuquerque","EUA - Estados Unidos","56947.27"
"2004","Gembloux","BEL - Bélgica","56399.67"
"2004","Saint-Denis","FRA - França","55264.65"
"2004","Chapel Hill","EUA - Estados Unidos","55257.42"
"2004","Aberystwyth","GAL - Gales","55067.38"
"2004","Stockholm","SUE - Suécia","54833.56"
"2004","Dresden","RFA - Alemanha","54036.53"
"2004","Amiens","FRA - França","53801.47"
"2004","Göttingen","RFA - Alemanha","53634.62"
"2004","Saint Louis","EUA - Estados Unidos","53500.35"
"2004","Porto","POR - Portugal","52780.99"
"2004","Faro","POR - Portugal","52735.75"
"2004","São Raimundo Nonato","BRA - Brasil","51721.08"
"2004","Genova","ITA - Itália","51646.49"
"2004","Reno","EUA - Estados Unidos","51616.51"
"2004","Nantes","FRA - França","51603.84"
"2004","Poitiers","FRA - França","51351.92"
"2004","Waterloo","CAN - Canadá","51265.13"
"2004","Clermont-Ferrand","FRA - França","51129.63"
"2004","Brighton","ING - Inglaterra","50453.05"
"2004","Potsdam","RFA - Alemanha","49888.94"
"2004","Auburn","EUA - Estados Unidos","49592.13"
"2004","Besancon","FRA - França","48315.06"
"2004","Holambra","BRA - Brasil","48023.40"
"2004","Tubarão","BRA - Brasil","47997.05"
"2004","Mexico City","MEX - México","47787.91"
"2004","Nashville","EUA - Estados Unidos","47609.42"
"2004",NULL,"CRC - Costa Rica","47580.6"
"2004","Rouen","FRA - França","47245.8"
"2004","Hanover","EUA - Estados Unidos","47210.22"
"2004","Townsville","AUS - Austrália","47145.9"
"2004",NULL,"POR - Portugal","46988.68"
"2004","Darmstadt","RFA - Alemanha","46097.58"
"2004","Notre Dame","EUA - Estados Unidos","45891.14"
"2004","Santa Barbara","EUA - Estados Unidos","45869.04"
"2004","Oakland","EUA - Estados Unidos","45515.69"
"2004","Ananindeua","BRA - Brasil","44480.12"
"2004","Valencia","ESP - Espanha","44221.58"
"2004","Miramare","ITA - Itália","44062.48"
"2004","San Antonio","EUA - Estados Unidos","43837.64"
"2004","Serrana","BRA - Brasil","43303.80"
"2004","Montes Claros","BRA - Brasil","42822.95"
"2004","L'Aquila","ITA - Itália","41903.43"
"2004","Hagen","RFA - Alemanha","41703.97"
"2004","Jundiaí","BRA - Brasil","41573.99"
"2004","Vitória da Conquista","BRA - Brasil","41450.28"
"2004","Villetaneuse","FRA - França","40752.32"
"2004","Orono","EUA - Estados Unidos","39869.13"
"2004","Leeds","ING - Inglaterra","39649.83"
